run,config,survivors,round,n_active,avg_price
0,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],150,2,1.0714285000000001
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],1,4,1.6071427500000002
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],2,4,1.48214275
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],3,4,1.46428575
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],4,4,1.12500025
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],5,4,1.39285725
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],6,4,1.49999975
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],7,4,1.35714275
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],8,4,1.3035714999999999
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],9,4,1.3214285000000001
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],10,4,1.66071425
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],11,4,1.23214325
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],12,4,1.39285725
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],13,4,1.392857
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],14,4,1.60714275
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],15,4,1.19642875
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],16,4,1.5
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],17,4,1.5892857500000002
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],18,4,1.41071425
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],19,4,1.46428575
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],20,4,1.2142855000000001
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],21,4,1.32142875
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],22,4,1.66071425
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],23,4,1.37500025
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],24,4,1.3214285000000001
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],25,4,1.6607142499999998
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],26,4,1.5
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],27,4,1.6607142499999998
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],28,4,1.4464282499999999
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],29,4,1.32142875
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],30,4,1.33928575
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],31,4,1.5535714999999999
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],32,4,1.57142875
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],33,4,1.625
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],34,4,1.4464285
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],35,4,1.5714282499999999
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],36,4,1.66071425
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],37,4,1.35714275
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],38,4,1.4464285000000001
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],39,4,1.23214275
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],40,4,1.08928575
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],41,4,1.5178570000000002
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],42,4,1.607143
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],43,4,1.4821430000000002
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],44,4,1.41071425
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],45,4,1.642857
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],46,4,1.55357125
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],47,4,1.7857142499999998
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],48,4,1.4285714999999999
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],49,4,1.21428575
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],50,4,1.64285725
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],51,3,1.2619049999999998
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],52,3,1.4047616666666667
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],53,3,1.547619
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],54,3,1.5952380000000002
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],55,3,1.357143
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],56,3,1.4761903333333333
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],57,3,1.3333333333333333
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],58,3,1.1190476666666667
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],59,3,1.357143
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],60,3,1.4523810000000001
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],61,3,1.5
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],62,3,1.6666666666666667
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],63,3,1.5476189999999999
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],64,3,1.261904666666667
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],65,3,1.357143
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],66,3,1.690476
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],67,3,1.309524
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],68,3,1.142857
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],69,3,1.0952380000000002
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],70,3,1.2857139999999998
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],71,3,1.2142856666666666
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],72,3,1.0238096666666667
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],73,3,1.1190476666666667
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],74,3,1.4047619999999998
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],75,3,1.3809526666666667
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],76,3,1.1190476666666667
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],77,3,1.2142860000000002
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],78,3,1.3333336666666666
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],79,3,1.2619046666666667
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],80,3,1.3809523333333333
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],81,3,1.4047616666666667
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],82,3,1.3095236666666665
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],83,3,1.5476193333333335
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],84,3,1.547619
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],85,3,1.3809523333333333
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],86,3,1.4047616666666667
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],87,3,1.3571426666666666
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],88,3,1.3571426666666666
