run,round,n_agents,config,agent,agent_idx,price,profit,avg_market_price
0,58,3,"['Q-Learner', 'Q-Learner', 'Q-Learner']",Q-Learner,2,1.071429,0.023809666666666653,1.071429
0,59,3,"['Q-Learner', 'Q-Learner', 'Q-Learner']",Q-Learner,0,1.071429,0.023809666666666653,1.071429
0,59,3,"['Q-Learner', 'Q-Learner', 'Q-Learner']",Q-Learner,1,1.071429,0.023809666666666653,1.071429
0,59,3,"['Q-Learner', 'Q-Learner', 'Q-Learner']",Q-Learner,2,1.071429,0.023809666666666653,1.071429
0,60,3,"['Q-Learner', 'Q-Learner', 'Q-Learner']",Q-Learner,0,1.714286,0.23809533333333333,1.7142860000000002
0,60,3,"['Q-Learner', 'Q-Learner', 'Q-Learner']",Q-Learner,1,1.714286,0.23809533333333333,1.7142860000000002
0,60,3,"['Q-Learner', 'Q-Learner', 'Q-Learner']",Q-Learner,2,1.714286,0.23809533333333333,1.7142860000000002
0,61,3,"['Q-Learner', 'Q-Learner', 'Q-Learner']",Q-Learner,0,1.142857,0.047619,1.142857
0,61,3,"['Q-Learner', 'Q-Learner', 'Q-Learner']",Q-Learner,1,1.142857,0.047619,1.142857
0,61,3,"['Q-Learner', 'Q-Learner', 'Q-Learner']",Q-Learner,2,1.142857,0.047619,1.142857
0,62,3,"['Q-Learner', 'Q-Learner', 'Q-Learner']",Q-Learner,0,1.5,0.16666666666666666,1.5
0,62,3,"['Q-Learner', 'Q-Learner', 'Q-Learner']",Q-Learner,1,1.5,0.16666666666666666,1.5
0,62,3,"['Q-Learner', 'Q-Learner', 'Q-Learner']",Q-Learner,2,1.5,0.16666666666666666,1.5
0,63,3,"['Q-Learner', 'Q-Learner', 'Q-Learner']",Q-Learner,0,1.714286,0.23809533333333333,1.7142860000000002
0,63,3,"['Q-Learner', 'Q-Learner', 'Q-Learner']",Q-Learner,1,1.714286,0.23809533333333333,1.7142860000000002
0,63,3,"['Q-Learner', 'Q-Learner', 'Q-Learner']",Q-Learner,2,1.714286,0.23809533333333333,1.7142860000000002
0,64,3,"['Q-Learner', 'Q-Learner', 'Q-Learner']",Q-Learner,0,1.214286,0.07142866666666665,1.214286
0,64,3,"['Q-Learner', 'Q-Learner', 'Q-Learner']",Q-Learner,1,1.214286,0.07142866666666665,1.214286
0,64,3,"['Q-Learner', 'Q-Learner', 'Q-Learner']",Q-Learner,2,1.214286,0.07142866666666665,1.214286
0,65,3,"['Q-Learner', 'Q-Learner', 'Q-Learner']",Q-Learner,0,1.285714,0.095238,1.285714
0,65,3,"['Q-Learner', 'Q-Learner', 'Q-Learner']",Q-Learner,1,1.285714,0.095238,1.285714
0,65,3,"['Q-Learner', 'Q-Learner', 'Q-Learner']",Q-Learner,2,1.285714,0.095238,1.285714
0,66,3,"['Q-Learner', 'Q-Learner', 'Q-Learner']",Q-Learner,0,2.0,0.3333333333333333,2.0
0,66,3,"['Q-Learner', 'Q-Learner', 'Q-Learner']",Q-Learner,1,2.0,0.3333333333333333,2.0
0,66,3,"['Q-Learner', 'Q-Learner', 'Q-Learner']",Q-Learner,2,2.0,0.3333333333333333,2.0
0,67,3,"['Q-Learner', 'Q-Learner', 'Q-Learner']",Q-Learner,0,1.071429,0.023809666666666653,1.071429
0,67,3,"['Q-Learner', 'Q-Learner', 'Q-Learner']",Q-Learner,1,1.071429,0.023809666666666653,1.071429
0,67,3,"['Q-Learner', 'Q-Learner', 'Q-Learner']",Q-Learner,2,1.071429,0.023809666666666653,1.071429
0,68,3,"['Q-Learner', 'Q-Learner', 'Q-Learner']",Q-Learner,0,1.714286,0.23809533333333333,1.7142860000000002
